"soortnum";"wet_naam";"ned_naam";"aut_naam";"wet_naam_auteur";"lettcode";"familie";"genus";"soort";"syst_niv";"stlyst90";"flora_90";"status";"uhokn50";"uhokn80";"herkmst1";"herkmst2";"herkmst3";"ufk_40";"ufk_90";"uhokv50";"uhokv80";"lv_duur";"lv_vorm";"gr_vorm1";"gr_vorm2";"gr_vorm3";"anat_bld";"grn_bld";"vorm_bld";"hgt_min";"hgt_max";"hgt_extr";"gesl_blm";"blmkleur";"vr_type";"vr_kleur";"zaadmorf";"wrtldiep";"kiemtijd";"bgnbloei";"endbloei";"grondwtr";"lichtind";"temptind";"contiind";"vochtind";"zuurgind";"stiksind";"zout_ind";"zwareind";"maai_ind";"stro_min";"stro_max";"stro_ext";"oeco_grp";"ecol_grp";"transgr";"westhoff";"ellenbrg";"ecotp_01";"ecotp_02";"ecotp_03";"ecotp_04";"ecotp_05";"ecotp_06";"ecotp_07";"ecotp_08";"ecotp_09";"ecotp_10";"ecotpamp";"gebruik1";"gebruik2";"gebruik3";"gebruik4";"wett_bes";"redlist1";"redlist2";"bestuiv1";"bestuiv2";"bestuiv3";"zbestuiv";"plg_ligg";"plg_nord";"plg_west";"plg_midd";"plg_oost";"plg_z_o";"plg_zuid";"plg_fryk";"plg_amer";"plg_euro";"plg_azie";"plg_bron";"plg_noot";"plg_mont";"r_salinit";"r_alkalin";"r_dom_anio";"r_carbogeh";"r_trofiegr";"type";"selectie"
338;"Claytonia perfoliata";"Witte winterpostelein";"Willdenow";"Claytonia perfoliata Willdenow";"CLAYTPER";" 36";" 3";" 1";" 2";"1";"1";"38";" 110";" 517";"301";;;"5";"7";;;"1";"T";"64";;;;"S";"ro";"  10";"  20";;"C";"A";"43";"o";"10";;"42/12";"4";" 6";"7";"6";"6";"4";" 5";"7";"7";"0";"0";;"9";"9";"9";"82";"405";"0";"12Aa''";;"H63";"H69";;;;;;;;;"1";" 6";;;;"0";;;"ID";"K";;"Z";"b";"0";"2";"1";"0";"0";"0";"A";"*";".";".";"2";"X";"co";;;;;;"H";0
339;"Clematis vitalba";"Bosrank";"L.";"Clematis vitalba L.";"CLEMAVIT";" 40";"10";" 1";" 2";"1";"1";"1";" 121";" 144";"  1";;;"5";"5";;;"7";"PL";"31";;;"40";"S";"ro";" 150";" 500";;"C";"A:V";"32";"o";" 8";;"13";"6";" 8";"7";"7";"6";"3";" 5";"7";"7";"0";"0";;"9";"9";"9";"84";"804";"3";"34Ab03";"84100";"R47";"H43";;;;;;;;;"2";"99";;;;"0";;;"I1";;;;"m";"0";"3";"3";"0";"3";"3";"A";".";"*";".";"12";"X";"sa";;;;;;"H";0
340;"Clematis viticella";"Italiaanse clematis";"L.";"Clematis viticella L.";"CLEMAVIC";" 40";"10";" 2";" 2";"1";"1";"37";"   3";"   2";"105";"202";;"1";"1";;;"7";"PL";"31";;;;"S";"vs";" 150";" 600";;"C";"P";"32";"o";" 1";;;"6";" 8";"7";;;;;;;;;;"9";"9";"9";"84";"806";"0";"34Ab03";;"R47";;;;;;;;;;"1";"99";;;;"0";"+";"4";"I";;;;"b";"0";"0";"+";"0";"1";"1";"A";".";"*";".";"2";"M";"co";;;;;;"H";0
341;"Cochlearia officinalis subsp. anglica";"Engels lepelblad";"(L.) Ascherson & Graebner";"Cochlearia officinalis subsp. anglica (L.) Ascherson & Graebner";"COCHLO-A";" 44";"24";" 4";" 4";"1";"1";"1";" 105";"  67";"  1";;;"5";"4";;;"2+6";"H";"65";;;"20";"W";"ro";"  10";"  30";;"C";"A";"43";"o";" 1";;"21";"5";" 6";"8";"8";"5";"1";" 8=";"7";"7";"8";"0";;"9";"9";"9";"32";"203";"0";"24Aa";"26100";"bG40";;;;;;;;;;"1";"99";;;;"0";"+";"3";"IC";"ID";;"Z";;;;;;;;;;;;;;;;;;;;"H";0
342;"Cochlearia danica";"Deens lepelblad";"L.";"Cochlearia danica L.";"COCHLDAN";" 44";"24";" 1";" 2";"1";"1";"1";" 130";" 159";"  1";;;"5";"6";;;"8";"T";"65";;;;;"ro";"   5";"  25";;"C";"A";"43";"o";" 1";;"32";"4";" 6";"7";"9";"6";"3";" 8=";"8";"5";"4";"0";;"9";"9";"9";"33";"205";"8";"23Aa01";;"bP40";"G63";;;;;;;;;"2";"99";;;;"0";;;"I";;;"Z";"c";"+";"4";"3";"0";"0";"+";"A";".";"*";".";"3";"AG";"pl";;;;;;"H";0
343;"Cochlearia officinalis subsp. officinalis";"Echt lepelblad";;"Cochlearia officinalis subsp. officinalis ";"COCHLO-O";" 44";"24";" 3";" 4";"1";"1";"1";" 159";" 101";"  1";;;"5";"4";;;"2+6";"H";"65";;;;;"ro";"  10";"  40";;"C";"A";"43";"o";" 1";;"12";"5";" 6";"2";"8";"6";"X";" 7=";"7";"6";"2";"0";;"9";"9";"9";"43";"504";;;;"zG20";"bR20";;;;;;;;;"2";"16";;;;"0";;"3";"IC";"ID";;"Z";;;;;;;;;;;;;;;;;;;;"H";0
344;"Coeloglossum viride";"Groene nachtorchis";"(L.) Hartman";"Coeloglossum viride (L.) Hartman";"COELOVIR";"132";"11";" 1";" 2";"1";"1";"1";"  17";"   5";"  1";;;"3";"1";;;"6";"G";"65";;;"40";"S";"lc";"   6";"  30";;"C";"F-V";"43";"o";"11";;;"5";" 6";"7";"8";"X";"X";" 4";"4";"2";"0";"0";"4";"9";"9";"9";"73";"617";"3";"30Aa";"51100";"G42";;;;;;;;;;"1";"99";;;;"0";;"1";"I1";;;;"c";"4";"3";"3";"3";"2";"+";"A";"*";"*";"*";"135";"HM";"al";;;;;;"H";0
345;"Colchicum autumnale";"Herfsttijloos";"L.";"Colchicum autumnale L.";"COLCHAUT";"121";" 3";" 1";" 2";"1";"1";"1";"  41";"  25";"  1";;;"4";"3";;;"6";"G";"66";;;"40";"S";"lc";"   8";"  25";" 40";"C";"P-A";"43";"o";" 1";"23";"12";"9";"11";"4";"6";"5";"2";" 6*";"7";"X";"0";"0";"5";"9";"9";"9";"52";"610";"0";"25";"54000";"G27";"G47k";;;;;;;;;"1";"16";;;;"1";"+";"2";"I2";;;"Z";"m";"0";"3";"3";"+";"2";"+";"A";".";"*";".";"1";"IM";"mo";;;;;;"H";3
346;"Potentilla palustris";"Wateraardbei";"(L.) Scopoli";"Potentilla palustris (L.) Scopoli";"POTENPAL";" 50";" 9";" 1";" 2";"1";"1";"1";" 745";" 697";"  1";;;"8";"7";;;"6";"BH";"64";;;"20";"W";"vs";"  30";"  90";;"C";"R";"32";"o";" 1";"22";"13/22";" 6";" 7";"2";"8";"X";"X";" 9=";"3";"2";"0";"0";"3";"1";"1";"0";"71";"701";"0";"27";"17000";"V12";"V17";;;;;;;;;"1";"99";;;;"0";;;"ID";"IH";;;"c";"4";"3";"4";"4";"1";"0";"A";"*";"*";"*";"135";"X";"sa";"2";"2";"3";"2";;"H";0
347;"Conium maculatum";"Gevlekte scheerling";"L.";"Conium maculatum L.";"CONIUMAC";" 83";"23";" 1";" 2";"1";"1";"1";" 229";" 106";"  1";;;"6";"5";;;"2";"H";"65";;;"40";"S";"ve";"  60";" 180";"250";"C";"A";"41";"o";" 1";;"32";"6";"13";"7";"8";"6";"5";" 6*";"X";"8";"0";"0";;"9";"9";"9";"17";"403";"0";"17A";"35110";"R47";;;;;;;;;;"1";"16";;;;"0";;;"I";;;"Z";"s";"+";"4";"4";"4";"4";"4";"A";".";"*";"*";"13";"E";"sm";;;;;;"H";0
348;"Conringia orientalis";"Witte steenraket";"(L.) Dumortier";"Conringia orientalis (L.) Dumortier";"CONRIORI";" 44";"35";" 1";" 2";"0";"1";"2";;;"111";;;;;;;"1+8";"T";"65";;;"54";"W";"ro";"  15";"  60";;"C";"A";"43";"o";" 1";;"12";"5";" 7";"7";"7";"6";"5";" 3";"9";"4";"0";"0";;"9";"9";"9";"12";;;;"34110";;;;;;;;;;;;"99";;;;"0";;;"I";;;;;;;;;;;;;;;;;"sm";;;;;;"H";0
349;"Convallaria majalis";"Lelietje-van-dalen";"L.";"Convallaria majalis L.";"CONVAMAJ";"121";"12";" 1";" 2";"1";"1";"17";" 281";" 486";"  1";;;"6";"7";;;"6";"G";"63";;;"40";"S";"lw";"  15";"  30";;"C";"A";"51";"r";" 4";"13";"12";"5";" 6";"7";"5";"X";"3";" 4";"X";"4";"0";"0";;"9";"9";"9";"95";"904";"0";"38";"    0";"H42";"H62";;;;;;;;;"1";"16";"23";;;"0";;;"ID";"IH";;"Z";"c";"2";"3";"4";"4";"3";"1";"A";".";"*";"*";"34";"X";"sa";;;;;;"H";0
350;"Convolvulus arvensis";"Akkerwinde";"L.";"Convolvulus arvensis L.";"CONVOARV";" 96";" 2";" 2";" 2";"1";"1";"1";" 949";"1153";"  1";;;"8";"8";;;"6";"GHL";"31";"61";;"40";"S";"lw";"  20";" 100";;"C";"A/R";"43";"o";" 1";"55";"32";"6";"13";"7";"7";"6";"X";" 4";"7";"X";"0";"0";"4";"9";"9";"9";"15";"305";"0";"12Ba08";"36110";"P47";"P48";;;;;;;;;"1";"99";;;;"0";;;"ID";"IH";;"Z";"c";"2";"4";"4";"4";"4";"4";"A";".";"*";"*";"135";"E";"mo";;;;;;"H";0
351;"Convolvulus lineatus";"Calandsklokje";"L.";"Convolvulus lineatus L.";"CONVOLIN";" 96";" 2";" 1";" 2";"0";"1";;"   1";"   1";;;;;;;;"6";"H";"61";;;;"S";"lc";"   5";"  60";;"C";"R/A";"43";"o";;;;"6";" 8";"7";;;;;;;;;;"9";"9";"9";"51";"611";;;;;;;;;;;;;;;"99";;;;"0";;;"I";;;;;;;;;;;;;;;;;;;;;;;"H";0
352;"Corallorhiza trifida";"Koraalwortel";"Gagn.";"Corallorhiza trifida Gagn.";"CORALTRI";"132";"18";" 1";" 2";"1";"1";"1";"   1";"   0";"  2";;;"1";"0";;;"6";"GS";"41";;;"40";"S";"sc";"   7";"  30";;"C";"A";"43";"o";"11";;;"5";" 6";"7";"4";"X";"7";" 5";"3";"X";"0";"0";;"9";"9";"9";"95";"904";;;"73100";;;;;;;;;;;;"99";;;;"0";"+";"0";"ID";"IH";;"Z";"v";"4";"1";"3";"3";"1";"+";"A";"*";"*";"*";"135";"HKLM";"al";;;;;;"H";0
353;"Corispermum leptopterum";"Smal vlieszaad";"(Ascherson) Iljin";"Corispermum leptopterum (Ascherson) Iljin";"CORISLEP";" 33";" 8";" 1";" 2";"1";"1";"6";"  43";" 128";"103";;;"4";"5";;;"1";"T";"65";;;;"S";"ly";"  10";"  60";;"C";"O";"32";"o";" 9";;"12";"7";" 8";"7";"8";"7";"5";" 3";"7";"6";"0";"0";;"9";"9";"9";"16";"306";"0";"12Ba03";;"P63r";;;;;;;;;;"1";"99";;;;"0";;;"I";"W";;;"s";"0";"+";"+";"0";"0";"+";"A";".";"*";".";"2";"E";"co";;;;;;"H";0
354;"Corispermum marschallii";"Breed vlieszaad";"Steven";"Corispermum marschallii Steven";"CORISMAR";" 33";" 8";" 2";" 2";"1";"1";"6";"  20";"   5";"  3";"104";;"2";"0";;;"1";"T";"65";;;;"S";"ly";"  15";"  70";;"C";"O";"32";"o";" 9";"22";;"8";" 9";"7";"9";"6";"6";" 4";"8";"5";"0";"0";;"9";"9";"9";"16";"306";"0";"12Ba03";;;;;;;;;;;;;"99";;;;"0";"+";"0";;;;;"v";"0";"0";"+";"2";"2";"0";"A";".";"*";".";"2";"ELM";"pl";;;;;;"H";0
355;"Cornus sanguinea";"Rode kornoelje";"L.";"Cornus sanguinea L.";"CORNUSAN";" 81";" 1";" 3";" 2";"1";"1";"17";;;"  1";;;"6";"7";" 205";" 515";"7";"P";"73";;;"40";"S";"lw";"  90";" 280";;"C";"A";"52";"n";" 4";;"53";"6";" 6";"7";"7";"5";"4";" 5";"7";"X";"0";"0";"2";"9";"9";"9";"84";"  8";"0";"34A";"84100";"H42";"H47";;;;;;;;;"1";"99";;;;"0";;;"I";;;"Z";"s";"0";"3";"4";"2";"3";"3";"A";".";"*";".";"13";"B";"mo";;;;;;"H";0
356;"Cornus suecica";"Zweedse kornoelje";"L.";"Cornus suecica L.";"CORNUSUE";" 81";" 1";" 1";" 2";"1";"1";"1";"   4";"   2";"  1";;;"2";"1";;;"6";"H";"65";;;;;"ro";"   5";"  30";;"C";"A";"52";"r";" 4";"13";"13";"5";" 6";"7";"5";"4";"3";" 7";"2";"2";"0";"0";;"9";"9";"9";"95";"902";"0";"37Aa01";;"H41";;;;;;;;;;"1";"99";;;;"0";"+";"1";"ID";"IH";;;"m";"3";"1";"1";"0";"0";"0";"A";"*";"*";"*";"134";"M";"mo";;;;;;"H";0
357;"Coronilla varia";"Bont kroonkruid";"L.";"Coronilla varia L.";"CORONVAR";" 51";"25";" 1";" 2";"1";"1";"12";"  96";"  79";"  1";;;"5";"4";;;"6";"H";"65";;;"40";"S";"vs";"  30";" 120";;"C";"R-A";"43";"o";" 1";"44";"32";"6";" 9";"7";"7";"6";"5";" 4";"9";"3";"0";"0";"3";"9";"9";"9";"63";"803";"4";"31A";"61100";"G43";"G47k";;;;;;;;;"1";"99";;;;"0";;;"IH";;;;"m";"0";"2";"3";"3";"4";"3";"A";".";"*";"*";"1";"DI";"mo";;;;;;"H";0
358;"Coronopus didymus";"Kleine varkenskers";"(L.) J.E.Smith";"Coronopus didymus (L.) J.E.Smith";"COROPDID";" 44";"33";" 2";" 2";"1";"1";"3";"  52";" 298";"305";;;"4";"6";;;"1";"T";"64";;;;"S";"ve";"   8";"  40";;"C";"A";"43";"o";" 1";;"12";"5";" 9";"7";"9";"7";"4";" 5";"6";"6";"0";"0";;"9";"9";"9";"14";"307";"0";"12Bb01";;"P48";;;;;;;;;;"1";"99";;;;"0";;;"I";;;"Z";"b";"+";"2";"2";"0";"+";"1";"D";".";".";".";"3";"E";"sm";;;;;;"H";0
359;"Coronopus squamatus";"Grove varkenskers";"(Forskal) Ascherson";"Coronopus squamatus (Forskal) Ascherson";"COROPSQU";" 44";"33";" 1";" 2";"1";"1";"1";" 564";" 645";"  1";;;"7";"7";;;"1";"T";"61";;;"45";"S";"ve";"   5";"  25";;"C";"A";"43";"o";" 1";;"12";"6";" 8";"7";"8";"7";"3";" 6*";"7";"6";"1";"0";;"9";"9";"9";"14";"307";"0";"12Bb01";"37110";"P48t";;;;;;;;;;"1";"99";;;;"0";;;"ID";;;"Z";"s";"+";"4";"3";"+";"2";"4";"A";".";"*";".";"13";"E";"sm";;;;;;"H";0
360;"Corrigiola litoralis";"Riempjes";"L.";"Corrigiola litoralis L.";"CORRILIT";" 37";"11";" 1";" 2";"1";"1";"1";" 220";" 105";"  1";;;"6";"5";;;"1";"T";"61";;;"42";"S";"ly";"   7";"  30";;"C";"A/R";"32";"o";" 1";;"12";"6";" 9";"5";"8";"6";"2";" 7";"5";"5";"0";"0";;"9";"9";"9";"14";"307";;;"33000";"P60m";;;;;;;;;;"1";"99";;;;"0";;"3";"I";;;"Z";"s";"+";"3";"2";"0";"+";"2";"A";".";"*";".";"13";"M";"sm";;;;;;"H";0
361;"Corydalis cava";"Holwortel";"(L.) Schweigger & Koerte";"Corydalis cava (L.) Schweigger & Koerte";"CORYDCAV";" 43";" 5";" 2";" 2";"1";"1";"1";"  26";"  41";"  1";;;"4";"4";;;"6";"G";"65";;;"30";"V";"vm";"  15";"  30";;"C";"P-A";"43";"o";"10";;"12";"3";" 5";"5";"3";"6";"4";" 6";"8";"8";"0";"0";;"9";"9";"9";"93";"906";;;"84300";"H47";;;;;;;;;;"1";"16";;;;"0";;;"IH";;;;"b";"0";"+";"4";"2";"3";"+";"A";".";"*";".";"123";"ABF";"mo";;;;;;"H";0
362;"Ceratocapnos claviculata";"Rankende helmbloem";"(L.) Liden";"Ceratocapnos claviculata (L.) Liden";"CERACCLA";" 43";" 7";" 1";" 2";"1";"1";"1";" 408";" 606";"  1";;;"6";"7";;;"1";"TL";"31";;;"34";"S";"vm";"  30";" 100";;"C";"F";"43";"o";"10";;"12";"6";" 9";"7";"5";"6";"1";" 5";"3";"6";"0";"0";;"9";"9";"9";"95";"903";"0";"37Aa";"62110";"H21";"H41";"H61";;;;;;;;"2";"99";;;;"0";;;"IH";;;"Z";"s";"0";"4";"+";"0";"0";"+";"A";".";"*";".";"123";"X";"co";;;;;;"H";0
364;"Pseudofumaria lutea";"Gele helmbloem";"(L.) Borkhausen";"Pseudofumaria lutea (L.) Borkhausen";"PSEUFLUT";" 43";" 6";" 1";" 2";"1";"1";"17";"  44";"  66";"  1";;;"4";"4";;;"6";"H";"65";;;"34";"S";"vm";"  15";"  30";;"C";"F";"43";"o";"10";;"12";"5";"13";"7";"6";"7";"4";" 6";"9";"5";"0";"0";;"9";"9";"9";"61";"101";"0";"07Ab02";"42100";"P40m";"P60m";;;;;;;;;"1";"99";;;;"0";;;"IH";;;"Z";"v";"0";"0";"+";"0";"0";"0";"A";".";"*";".";"2";"X";"mo";;;;;;"H";0
365;"Corydalis solida";"Vingerhelmbloem";"(L.) Clairville";"Corydalis solida (L.) Clairville";"CORYDSOL";" 43";" 5";" 1";" 2";"1";"1";"13";" 135";" 182";"  1";;;"5";"5";;;"6";"G";"65";;;"30";"V";"vm";"  10";"  25";;"C";"P:R";"43";"o";"10";;"12";"3";" 4";"7";"3";"6";"5";" 5";"7";"7";"0";"0";;"9";"9";"9";"93";"906";"0";"38Aa05";"84300";"H43";"H47";;;;;;;;;"1";"99";;;;"0";;;"IH";;;;"m";"1";"2";"3";"3";"3";"1";"A";".";"*";"*";"123";"X";"sa";;;;;;"H";0
366;"Corylus avellana";"Hazelaar";"L.";"Corylus avellana L.";"CORYLAVE";" 23";" 2";" 1";" 2";"1";"1";"17";;;"  1";;;"7";"8";" 582";" 912";"7";"P";"73";;;"40";"S";"ro";" 100";" 600";;"A";"O";"32";"o";" 4";;"12";"1";" 3";"7";"6";"5";"3";"X";"5";"X";"0";"0";"1";"9";"9";"9";"92";"905";"0";"38";"84000";"H42";"H43";"H47";;;;;;;;"2";"12";;;;"0";;;"W";;;;"c";"1";"4";"4";"4";"3";"2";"A";".";"*";".";"13";"X";"mo";;;;;;"H";0
367;"Corynephorus canescens";"Buntgras";"(L.) Beauv.";"Corynephorus canescens (L.) Beauv.";"CORYNCAN";"126";"37";" 1";" 2";"1";"1";"1";" 776";" 689";"  1";;;"8";"7";;;"6";"H";"53";;;"50";"W";"ly";"  10";"  35";;"C";"O";"31";"o";" 1";"23";"01";"6";" 7";"7";"8";"6";"5";" 2";"3";"2";"0";"0";"3";"9";"9";"9";"64";"604";"0";"20";"52210";"P62";;;;;;;;;;"1";"99";;;;"0";;;"W";;;;"s";"0";"3";"3";"1";"+";"+";"A";".";"*";".";"13";"X";"co";;;;;;"H";0
368;"Crambe maritima";"Zeekool";"L.";"Crambe maritima L.";"CRAMBMAR";" 44";"45";" 1";" 2";"1";"1";"6";"   1";"  40";"100";;;"1";"4";;;"6";"H";"65";;;"60";"W";"ve";"  30";"  80";;"C";"A";"43";"o";" 1";;"12";"6";" 7";"8";"9";"6";"X";" 6=";"7";"8";"3";"0";;"9";"9";"9";"31";"201";"0";"09Bb01";"28120";"bP40";;;;;;;;;;"1";" 6";;;;"0";;"4";"ID";"IH";;"Z";"c";"0";"2";"3";"0";"2";"0";"A";".";"*";".";"13";"GM";"pl";;;;;;"H";0
369;"Crataegus monogyna";"Eenstijlige meidoorn";"Jacquin";"Crataegus monogyna Jacquin";"CRATAMON";" 50";"20";" 3";" 2";"1";"1";"17";;;"  1";;;"9";"9";"1084";"1430";"7";"P";"73";;;"45";"S";"ha";" 180";" 450";;"C";"A";"53";"r";" 4";;"12";"5";" 6";"7";"7";"5";"3";" 4";"8";"4";"0";"0";"1";"9";"9";"9";"84";"806";"0";"34A";"84100";"H42";"H43";"H47";"H48";"H62";"H63";"H69";;;;"2";"16";"30";;;"0";;;"I";;;;"c";"0";"4";"4";"2";"4";"4";"A";".";"*";"*";"13";"B";"sm";;;;;;"H";0
370;"Crataegus laevigata";"Tweestijlige meidoorn";"(Poiret) DC.";"Crataegus laevigata (Poiret) DC.";"CRATALAE";" 50";"20";" 1";" 2";"1";"1";"1";" 226";" 155";"  1";;;"6";"6";"  80";"  29";"7";"P";"73";;;"40";"S";"ha";" 180";" 450";;"C";"A";"53";"r";" 4";;"52";"5";" 5";"7";"6";"6";"4";" 5";"7";"5";"0";"0";;"9";"9";"9";"92";"905";"0";"38";"84000";"H42";"H43";"H47";;;;;;;;"2";"16";"30";;;"0";;"3";"I";;;;"s";"0";"3";"3";"0";"2";"1";"A";".";"*";".";"13";"M";"sm";;;;;;"H";0
371;"Crepis biennis";"Groot streepzaad";"L.";"Crepis biennis L.";"CREPIBIE";"113";"59";" 7";" 2";"1";"1";"1";" 480";" 473";"  1";;;"7";"7";"  18";"  28";"2";"H";"64";;;"40";"S";"ve";"  40";" 120";;"C";"F";"32";"o";" 8";"55";"22";"5";" 8";"7";"7";"5";"3";" 5";"6";"5";"0";"0";"6";"9";"9";"9";"51";"611";"0";"25Ba01";"54210";"G47k";;;;;;;;;;"1";"99";;;;"0";;;"IH";"A";;"Z";"s";"+";"2";"4";"2";"2";"1";"A";".";"*";".";"3";"X";"mo";;;;;;"H";0
372;"Crepis capillaris";"Klein streepzaad";"(L.) Wallroth";"Crepis capillaris (L.) Wallroth";"CREPICAP";"113";"59";" 6";" 2";"1";"1";"1";"1109";"1333";"  1";;;"8";"9";;;"1+8";"TH";"64";;;"40";"S";"ve";"  30";"  90";;"C";"F";"32";"o";" 8";;"22";"6";"11";"7";"7";"6";"2";" 5";"6";"4";"0";"0";"8";"9";"9";"9";"15";"306";;;"54200";"G47";"G48";"G67";"G68";;;;;;;"2";"99";;;;"0";;;"ID";"IH";;"Z";"c";"+";"4";"3";"+";"2";"2";"A";".";"*";".";"3";"E";"mo";;;;;;"H";0
373;"Crepis paludosa";"Moerasstreepzaad";"(L.) Moench";"Crepis paludosa (L.) Moench";"CREPIPAL";"113";"59";" 1";" 2";"1";"1";"1";"  57";" 102";"  1";;;"4";"4";;;"6";"H";"64";;;"42";"S";"ve";"  30";" 120";;"C";"F";"32";"o";" 8";"23";"01";"6";" 6";"2";"7";"X";"3";" 8*";"8";"6";"0";"0";"5";"9";"9";"9";"52";"614";"0";"25Aa";"54130";"G27";"H22";;;;;;;;;"2";"99";;;;"0";;;"ID";"IH";;"Z";"s";"3";"2";"4";"3";"2";"+";"A";".";"*";".";"3";"X";"sa";;;;;;"H";1
374;"Crepis tectorum";"Smal streepzaad";"L.";"Crepis tectorum L.";"CREPITEC";"113";"59";" 5";" 2";"1";"1";"1";" 110";"  79";"  1";;;"5";"5";;;"1+8";"TH";"64";;;"40";"S";"ve";"   7";"  60";;"C";"F";"32";"o";" 8";;"12   ?";"5";"13";"7";"8";"6";"7";" 4";"X";"6";"0";"0";;"9";"9";"9";"15";"306";"0";"12Ba";"33310";"P67";;;;;;;;;;"1";"99";;;;"0";;;"I";;;"Z";"m";"3";"1";"4";"4";"2";"1";"A";".";"*";"*";"35";"E";"co";;;;;;"H";0
375;"Crepis vesicaria (subsp. taraxacifolia)";"Paardebloemstreepzaad";"(Thuillier) Thell";"Crepis vesicaria (subsp. taraxacifolia) (Thuillier) Thell";"CREPIVES";"113";"59";" 4";" 2";"1";"1";"1";"  64";"  78";"  1";;;"4";"5";;;"2";"H";"64";;;;;"ve";"  20";"  80";;"C";"F";"32";"o";" 8";;"01";"5";" 8";"7";"9";"6";"3";" 4";"8";"5";"0";"0";;"9";"9";"9";"51";"611";;;;"G47k";;;;;;;;;;"1";"99";;;;"0";;;"ID";"IH";;"Z";"m";"0";"2";"2";"0";"+";"3";"A";".";"*";".";"6";"X";"al";;;;;;"H";0
376;"Crithmum maritimum";"Zeevenkel";"L.";"Crithmum maritimum L.";"CRITHMAR";" 83";"16";" 1";" 2";"1";"1";"1";"   6";"  13";"  1";;;"2";"2";;;"6";"H";"65";;;;;"vm";"  20";"  50";;"C";"A/F";"41";"o";" 1";;"12";"7";"10";"8";;;;;;;;;;"9";"9";"9";"31";"202";;;;"bG40";;;;;;;;;;"1";"99";;;;"0";"+";"1";"I";;;;"m";"0";"3";"0";"0";"2";"4";"A";".";"*";".";"6";"GM";"pl";;;;;;"H";0
377;"Cucubalus baccifer";"Besanjelier";"L.";"Cucubalus baccifer L.";"CUCUBBAC";" 37";"19";" 1";" 2";"1";"1";"1";"  14";"  12";"  1";;;"3";"2";;;"6";"H";"31";;;"40";"S";"lw";"  60";" 120";;"C";"A:V";"51";"n";" 4";;"12";"7";" 8";"4";"6";"4";"4";" 9=";"8";"7";"0";"0";;"9";"9";"9";"44";"505";"0";"17Ba";"35210";"H48";;;;;;;;;;"1";"99";;;;"0";"+";"2";"I";;;;"m";"+";"1";"3";"3";"3";"2";"B";".";"*";"*";"13";"M";"co";;;;;;"H";0
378;"Cuscuta epilinum";"Vlaswarkruid";"Weihe";"Cuscuta epilinum Weihe";"CUSCUEPI";" 96";" 3";" 1";" 2";"1";"1";"12";"  28";"   0";"  2";;;"0";"0";;;"1";"TVL";"21";;;"40";"S";"sc";"  30";"  60";;"C";"A:F";"43";"o";" 1";;;"6";" 8";"7";"X";"6";"4";"X";"X";"X";"0";"0";;"9";"9";"9";"11";;"3";"13Ca";"34310";;;;;;;;;;;;"99";;;;"0";;"0";"I";;;"Z";"m";"1";"2";"4";"3";"1";"1";"A";".";"*";"*";"13";"DLM";"co";;;;;;"H";0
379;"Cuscuta epithymum";"Klein warkruid";"(L.) L.";"Cuscuta epithymum (L.) L.";"CUSCUEPT";" 96";" 3";" 6";" 2";"1";"1";"1";" 520";" 156";"  1";;;"7";"5";;;"1";"TVL";"21";;;"40";"S";"sc";"  30";"  60";;"C";"A/R";"43";"o";" 1";;;"6";" 9";"7";"X";"X";"5";"X";"X";"2";"0";"0";"3";"9";"9";"9";"75";"705";"0";"30";"51000";"G61";"G62";"G63";;;;;;;;"2";"99";;;;"0";;"2";"IH";;;"Z";"s";"+";"3";"4";"2";"3";"4";"A";".";"*";"*";"13";"M";"sa";;;;;;"H";0
380;"Cuscuta europaea";"Groot warkruid";"L.";"Cuscuta europaea L.";"CUSCUEUR";" 96";" 3";" 5";" 2";"1";"1";"1";" 189";" 127";"  1";;;"5";"5";;;"1";"TVL";"21";;;"40";"S";"sc";"  30";" 150";;"C";"A/R";"43";"o";" 1";;;"6";" 9";"5";"X";"6";"5";" 7";"X";"7";"0";"0";"3";"9";"9";"9";"44";"505";"0";"17Ba";"35210";"R28";"R48";;;;;;;;;"1";"99";;;;"0";;"3";"IH";"K";;"Z";"s";"1";"3";"4";"4";"3";"1";"A";".";"*";"*";"13";"M";"sm";;;;;;"H";0
381;"Cuscuta gronovii";"Oeverwarkruid";"Roemer & Schultes";"Cuscuta gronovii Roemer & Schultes";"CUSCUGRO";" 96";" 3";" 4";" 2";"0";"1";"3";"   9";"   3";"301";;;;;;;"1";"TVL";"21";;;;"S";"sc";"  30";" 450";;"C";"A";"43";"o";" 1";;;"7";"10";"4";"X";"6";"?";" 8";"X";"8";"0";"0";;"9";"9";"9";"44";"505";"0";"17Ba";;"R48";"H28";;;;;;;;;"2";"99";;;;"0";;;"I";;;;;;;;;;;;;;;;;;;;;;;"H";0
