"scientname_hill";"scientname_belgium";"status";"BRC";"LO";"LOopm";"L";"Lopm";"FO";"FOopm";"F";"Fopm";"RO";"ROopm";"R";"Ropm";"NO";"NOopm";"N";"Nopm";"SO";"SOopm";"S";"Sopm";"LOtext";"Ltext";"Ltexts";"FOtext";"Ftext";"Ftexts";"ROtext";"Rtext";"Rtexts";"NOtext";"Ntext";"Ntexts";"SOtext";"Stext";"Stexts";"Id_Hill"
"Apera spica-venti";"Apera spica-venti (L.) Beauv.";;"130";6,00;;7,00;;6,00;;4,00;"!";5,00;;5,00;;;"•";5,00;;0,00;;0,00;;"6";7,00;;"6";4,00;"7";"5";5,00;;"•";5,00;;"0";0,00;;107
"Aphanes arvensis";"Aphanes arvensis L.";;"132";6,00;;8,00;;6,00;;4,00;"!";;"•";6,00;;5,00;;4,00;;0,00;;0,00;;"6";8,00;;"6";4,00;"7";"•";6,00;;"5";4,00;;"0";0,00;;108
"Aphanes inexspectata";"Aphanes inexspectata W. Lippert";;"133";7,00;;7,00;;5,00;;4,00;;4,00;;5,00;;4,00;;4,00;;0,00;;0,00;;"7";7,00;;"5";4,00;;"4";5,00;;"4";4,00;;"0";0,00;;109
"Apium graveolens";"Apium graveolens L.";;"134";9,00;;8,00;;8,00;;8,00;;7,00;;7,00;;8,00;;7,00;;4,00;;2,00;"+";"9";8,00;;"8";8,00;;"7";7,00;;"8";7,00;;"4";2,00;"+";110
"Apium inundatum";"Apium inundatum (L.) Reichenb. f.";;"135";7,00;;7,00;;10,00;;10,00;"+";;"•";6,00;;2,00;;4,00;"+";0,00;;0,00;;"7";7,00;;"10";1,00;"+";"•";6,00;;"2";4,00;"+";"0";0,00;;111
"Apium nodiflorum";"Apium nodiflorum (L.) Lag.";;"137";7,00;;7,00;;10,00;;10,00;"+";;"•";7,00;;6,00;;7,00;;1,00;;0,00;;"7";7,00;;"10";1,00;"+";"•";7,00;;"6";7,00;;"1";0,00;;112
"Apium repens";"Apium repens (Jacq.) Lag.";;"138";9,00;;9,00;"°";7,00;;9,00;"+";7,00;;7,00;"°";7,00;;7,00;"°";1,00;;0,00;"+";"9";9,00;"3";"7";9,00;"+";"7";7,00;"3";"7";7,00;"3";"1";0,00;"+";113
"Aquilegia vulgaris";"Aquilegia vulgaris L.";;"141";6,00;;6,00;;4,00;;4,00;;7,00;;6,00;;4,00;;5,00;;0,00;;0,00;;"6";6,00;;"4";4,00;;"7";6,00;;"4";5,00;;"0";0,00;;114
"Arabidopsis thaliana";"Arabidopsis thaliana (L.) Heynh.";;"142";6,00;;8,00;"!";4,00;;3,00;;4,00;;6,00;"+";4,00;;2,00;"!";0,00;;0,00;;"6";8,00;"7";"4";3,00;;"4";6,00;"+";"4";2,00;"7";"0";0,00;;115
"Arabis alpina";"Arabis alpina L. subsp. caucasica (Willd. ex Schlecht.) Briq.";;"143";7,00;;7,00;"°";5,00;;5,00;"°";9,00;;7,00;"+";3,00;;3,00;"°";0,00;;0,00;"°";"7";7,00;"3";"5";5,00;"3";"9";7,00;"+";"3";3,00;"3";"0";0,00;"3";116
"Asplenium ruta-muraria";"Asplenium ruta-muraria L.";;"192";8,00;;7,00;;3,00;;3,00;;8,00;;7,00;;2,00;;2,00;;0,00;;0,00;;"8";7,00;;"3";3,00;;"8";7,00;;"2";2,00;;"0";0,00;;117
"Asplenium septentrionale";"Asplenium septentrionale (L.) Hoffmann";;"193";8,00;;8,00;"°";3,00;;3,00;"°";2,00;;2,00;"°";2,00;;2,00;"°";0,00;;0,00;"°";"8";8,00;"3";"3";3,00;"3";"2";2,00;"3";"2";2,00;"3";"0";0,00;"3";118
"Asplenium trichomanes";"Asplenium trichomanes L.";;"194";5,00;;5,00;"+";5,00;;3,00;"!";;"•";8,00;;3,00;;2,00;;0,00;;0,00;;"5";5,00;"+";"5";3,00;"7";"•";8,00;;"3";2,00;;"0";0,00;;119
"Asplenium viride";"Asplenium viride Huds.";;"195";4,00;;4,00;"+";6,00;;5,00;;8,00;;8,00;;;"•";3,00;;0,00;;0,00;;"4";4,00;"+";"6";5,00;;"8";8,00;;"•";3,00;;"0";0,00;;120
"Aster lanceolatus";"Aster lanceolatus Willd.";1,00;"197";7,00;;7,00;"°";6,00;;5,00;"+";;"•";7,00;"+";8,00;;6,00;"+";0,00;;1,00;"+";"7";7,00;"3";"6";5,00;"+";"•";7,00;"+";"8";6,00;"+";"0";1,00;"+";121
"Aster linosyris";"Aster linosyris (L.) Bernh.";;"1166";8,00;;8,00;;2,00;;3,00;;8,00;;8,00;;2,00;;1,00;;0,00;;0,00;;"8";8,00;;"2";3,00;;"8";8,00;;"2";1,00;;"0";0,00;;122
"Aster novae-angliae";"Aster novae-angliae L.";1,00;"200";7,00;;7,00;"°";7,00;;5,00;"+";7,00;;7,00;"°";9,00;;6,00;"+";0,00;;0,00;"°";"7";7,00;"3";"7";5,00;"+";"7";7,00;"3";"9";6,00;"+";"0";0,00;"3";123
"Aster novi-belgii";"Aster novi-belgii L.";1,00;"4494";9,00;;7,00;"+";6,00;;6,00;"°";7,00;;7,00;"°";9,00;;6,00;"+";0,00;;1,00;"+";"9";7,00;"+";"6";6,00;"3";"7";7,00;"3";"9";6,00;"+";"0";1,00;"+";124
"Aster tripolium";"Aster tripolium L.";;"204";8,00;;9,00;;;"•";8,00;;7,00;;7,00;;7,00;;6,00;;8,00;;5,00;"+";"8";9,00;;"•";8,00;;"7";7,00;;"7";6,00;;"8";5,00;"+";125
"Aster x salignus";"Aster salignus Willd.";1,00;"203";7,00;;7,00;"°";6,00;;5,00;"+";8,00;;7,00;"+";9,00;;6,00;"+";0,00;;1,00;"+";"7";7,00;"3";"6";5,00;"+";"8";7,00;"+";"9";6,00;"+";"0";1,00;"+";126
"Astragalus alpinus";;;"206";9,00;;9,00;"°";4,00;;4,00;"°";6,00;;6,00;"°";;"•";2,00;"+";0,00;;0,00;"°";"9";9,00;"3";"4";4,00;"3";"6";6,00;"3";"•";2,00;"+";"0";0,00;"3";127
"Astragalus danicus";"Astragalus danicus Retz.";;"207";8,00;;8,00;;3,00;;3,00;;9,00;;8,00;"+";2,00;;2,00;;0,00;;0,00;;"8";8,00;;"3";3,00;;"9";8,00;"+";"2";2,00;;"0";0,00;;128
"Astragalus glycyphyllos";"Astragalus glycyphyllos L.";;"208";6,00;;6,00;"°";4,00;;4,00;"°";7,00;;7,00;"°";3,00;;3,00;"°";0,00;;0,00;"°";"6";6,00;"3";"4";4,00;"3";"7";7,00;"3";"3";3,00;"3";"0";0,00;"3";129
"Athyrium distentifolium";;;"210";5,00;;6,00;;6,00;;6,00;;6,00;;3,00;"*";7,00;;4,00;"*";0,00;;0,00;;"5";6,00;;"6";6,00;;"6";3,00;"Q";"7";4,00;"Q";"0";0,00;;130
"Athyrium filix-femina";"Athyrium filix-femina (L.) Roth";;"211";3,00;;5,00;"!";7,00;;7,00;;;"•";5,00;;6,00;;6,00;;0,00;;0,00;;"3";5,00;"7";"7";7,00;;"•";5,00;;"6";6,00;;"0";0,00;;131
"Athyrium flexile";;3,00;"210.1";;"–";7,00;"+";;"–";6,00;"+";;"–";3,00;"+";;"–";4,00;"+";;"–";0,00;;"–";7,00;"+";"–";6,00;"+";"–";3,00;"+";"–";4,00;"+";"–";0,00;;132
"Atriplex glabriuscula";"Atriplex glabriuscula Edmondst.";;"212";9,00;;9,00;;7,00;;6,00;;7,00;;7,00;;9,00;;8,00;;3,00;;3,00;;"9";9,00;;"7";6,00;;"7";7,00;;"9";8,00;;"3";3,00;;133
"Atriplex laciniata";"Atriplex laciniata L.";;"216";9,00;;9,00;"+";7,00;;6,00;;7,00;;7,00;;8,00;;7,00;;2,00;;3,00;"+";"9";9,00;"+";"7";6,00;;"7";7,00;;"8";7,00;;"2";3,00;"+";134
"Atriplex littoralis";"Atriplex littoralis L.";;"217";9,00;;9,00;;;"•";6,00;;;"•";7,00;;9,00;;6,00;"*";7,00;;4,00;"+";"9";9,00;;"•";6,00;;"•";7,00;;"9";6,00;"Q";"7";4,00;"+";135
"Atriplex longipes";"Atriplex longipes Drejer";;"2286";9,00;;9,00;"°";6,00;;6,00;"°";;"•";7,00;"+";8,00;;8,00;"°";5,00;;4,00;"+";"9";9,00;"3";"6";6,00;"3";"•";7,00;"+";"8";8,00;"3";"5";4,00;"+";136
"Atriplex patula";"Atriplex patula L.";;"218";6,00;;7,00;;5,00;;5,00;;7,00;;7,00;;7,00;;7,00;;0,00;;2,00;"+";"6";7,00;;"5";5,00;;"7";7,00;;"7";7,00;;"0";2,00;"+";137
"Atriplex pedunculata";"Halimione pedunculata (L.) Aell.";;"949";9,00;;9,00;"°";8,00;;8,00;"°";7,00;;7,00;"°";8,00;;8,00;"°";7,00;;5,00;"+";"9";9,00;"3";"8";8,00;"3";"7";7,00;"3";"8";8,00;"3";"7";5,00;"+";138
"Atriplex portulacoides";"Halimione portulacoides (L.) Aell.";;"950";9,00;;9,00;;7,00;;8,00;;;"•";8,00;;7,00;;6,00;;8,00;;6,00;"+";"9";9,00;;"7";8,00;;"•";8,00;;"7";6,00;;"8";6,00;"+";139
"Atriplex praecox";;;"2287";;"–";9,00;"+";;"–";5,00;"+";;"–";7,00;"+";;"–";6,00;"+";;"–";3,00;"+";"–";9,00;"+";"–";5,00;"+";"–";7,00;"+";"–";6,00;"+";"–";3,00;"+";140
"Atriplex prostrata";"Atriplex prostrata Boucher ex DC.";;"214";8,00;;8,00;;6,00;;7,00;;;"•";7,00;;9,00;;7,00;"!";0,00;;2,00;"+";"8";8,00;;"6";7,00;;"•";7,00;;"9";7,00;"7";"0";2,00;"+";141
"Atropa belladonna";"Atropa bella-donna L.";;"219";6,00;;5,00;;5,00;;4,00;;8,00;;8,00;;8,00;;6,00;"!";0,00;;0,00;;"6";5,00;;"5";4,00;;"8";8,00;;"8";6,00;"7";"0";0,00;;142
"Avena fatua";"Avena fatua L.";1,00;"220";6,00;;7,00;;5,00;;4,00;;7,00;;7,00;;;"•";7,00;;0,00;;0,00;;"6";7,00;;"5";4,00;;"7";7,00;;"•";7,00;;"0";0,00;;143
"Avena sativa";"Avena sativa L.";1,00;"2988";;"–";7,00;;;"–";5,00;;;"–";7,00;;;"–";7,00;;;"–";0,00;;"–";7,00;;"–";5,00;;"–";7,00;;"–";7,00;;"–";0,00;;144
"Acaena novae-zelandiae";;1,00;"2527";;"–";8,00;;;"–";3,00;;;"–";6,00;;;"–";3,00;;;"–";0,00;;"–";8,00;;"–";3,00;;"–";6,00;;"–";3,00;;"–";0,00;;145
"Acer campestre";"Acer campestre L.";;"3";5,00;;5,00;"+";5,00;;5,00;;7,00;;7,00;;6,00;;6,00;;0,00;;0,00;;"5";5,00;"+";"5";5,00;;"7";7,00;;"6";6,00;;"0";0,00;;146
"Acer platanoides";"Acer platanoides L.";1,00;"4";4,00;;4,00;"+";;"•";5,00;;;"•";7,00;;;"•";7,00;;0,00;;0,00;;"4";4,00;"+";"•";5,00;;"•";7,00;;"•";7,00;;"0";0,00;;147
"Acer pseudoplatanus";"Acer pseudoplatanus L.";1,00;"5";4,00;;4,00;"+";6,00;;5,00;;;"•";6,00;;7,00;;6,00;;0,00;;0,00;;"4";4,00;"+";"6";5,00;;"•";6,00;;"7";6,00;;"0";0,00;;148
"Aceras anthropophorum";"Aceras anthropophorum (L.) Ait. f.";;"6";7,00;;7,00;"°";4,00;;4,00;"°";8,00;;8,00;"°";3,00;;3,00;"°";0,00;;0,00;"°";"7";7,00;"3";"4";4,00;"3";"8";8,00;"3";"3";3,00;"3";"0";0,00;"3";149
"Achillea millefolium";"Achillea millefolium L.";;"7";8,00;;7,00;;4,00;;5,00;;;"•";6,00;;5,00;;4,00;;1,00;;1,00;"+";"8";7,00;;"4";5,00;;"•";6,00;;"5";4,00;;"1";1,00;"+";150
"Achillea ptarmica";"Achillea ptarmica L.";;"9";8,00;;7,00;;8,00;;7,00;;4,00;;5,00;;2,00;;3,00;;0,00;;0,00;;"8";7,00;;"8";7,00;;"4";5,00;;"2";3,00;;"0";0,00;;151
"Aconitum napellus";"Aconitum napellus L.";;"14";7,00;;5,00;"+";7,00;;7,00;"°";7,00;;7,00;"°";8,00;;6,00;"+";0,00;;0,00;"°";"7";5,00;"+";"7";7,00;"3";"7";7,00;"3";"8";6,00;"+";"0";0,00;"3";152
"Acorus calamus";"Acorus calamus L.";1,00;"15";8,00;;8,00;;10,00;;10,00;"*";7,00;;7,00;;7,00;;7,00;;0,00;;0,00;;"8";8,00;;"10";1,00;"0";"7";7,00;;"7";7,00;;"0";0,00;;153
"Actaea spicata";"Actaea spicata L.";;"16";3,00;;3,00;"°";5,00;;5,00;"°";6,00;;8,00;"+";7,00;;6,00;"+";0,00;;0,00;"°";"3";3,00;"3";"5";5,00;"3";"6";8,00;"+";"7";6,00;"+";"0";0,00;"3";154
"Adiantum capillus-veneris";"Adiantum capillus-veneris L.";;"17";;"–";4,00;"+";;"–";7,00;"+";;"–";8,00;"+";;"–";3,00;"+";;"–";0,00;"+";"–";4,00;"+";"–";7,00;"+";"–";8,00;"+";"–";3,00;"+";"–";0,00;"+";155
"Adonis annua";"Adonis annua L.";1,00;"18";;"–";7,00;;;"–";4,00;;;"–";7,00;;;"–";4,00;;;"–";0,00;;"–";7,00;;"–";4,00;;"–";7,00;;"–";4,00;;"–";0,00;;156
"Adoxa moschatellina";"Adoxa moschatellina L.";;"19";5,00;;4,00;;6,00;;5,00;;7,00;;6,00;;8,00;;5,00;"*";0,00;;0,00;;"5";4,00;;"6";5,00;;"7";6,00;;"8";5,00;"Q";"0";0,00;;157
"Aegopodium podagraria";"Aegopodium podagraria L.";1,00;"20";5,00;;6,00;;6,00;;5,00;;7,00;;6,00;;8,00;;7,00;;0,00;;0,00;;"5";6,00;;"6";5,00;;"7";6,00;;"8";7,00;;"0";0,00;;158
"Aesculus hippocastanum";"Aesculus hippocastanum L.";1,00;"2241";;"–";5,00;"+";;"–";5,00;;;"–";7,00;;;"–";7,00;;;"–";0,00;;"–";5,00;"+";"–";5,00;;"–";7,00;;"–";7,00;;"–";0,00;;159
"Aethusa cynapium";"Aethusa cynapium L.";;"21";6,00;;6,00;;5,00;;4,00;;8,00;;7,00;;6,00;;6,00;;0,00;;0,00;;"6";6,00;;"5";4,00;;"8";7,00;;"6";6,00;;"0";0,00;;160
"Avena strigosa";"Avena strigosa Schreb.";1,00;"222";;"–";7,00;;;"–";7,00;;;"–";5,00;;;"–";5,00;;;"–";0,00;;"–";7,00;;"–";7,00;;"–";5,00;;"–";5,00;;"–";0,00;;161
"Azolla filiculoides";"Azolla filiculoides Lam.";1,00;"223";6,00;;7,00;;11,00;;11,00;"+";;"•";8,00;;8,00;;8,00;;0,00;;0,00;;"6";7,00;;"11";1,00;"+";"•";8,00;;"8";8,00;;"0";0,00;;162
"Baldellia ranunculoides";"Baldellia ranunculoides (L.) Parl.";;"224";8,00;;8,00;;10,00;;10,00;"+";;"•";6,00;"+";2,00;;2,00;"+";1,00;;0,00;;"8";8,00;;"10";1,00;"+";"•";6,00;"+";"2";2,00;"+";"1";0,00;;163
"Ballota nigra";"Ballota nigra L.";;"225";8,00;;7,00;;5,00;;4,00;;;"•";8,00;;8,00;;6,00;;0,00;;0,00;;"8";7,00;;"5";4,00;;"•";8,00;;"8";6,00;;"0";0,00;;164
"Barbarea intermedia";"Barbarea intermedia Boreau";1,00;"226";8,00;;8,00;"°";5,00;;5,00;"°";;"•";6,00;"+";7,00;;7,00;"°";0,00;;0,00;;"8";8,00;"3";"5";5,00;"3";"•";6,00;"+";"7";7,00;"3";"0";0,00;;165
"Barbarea stricta";"Barbarea stricta Andrz.";2,00;"227";8,00;;8,00;"°";7,00;;7,00;"°";7,00;;7,00;"°";8,00;;8,00;"°";0,00;;0,00;"°";"8";8,00;"3";"7";7,00;"3";"7";7,00;"3";"8";8,00;"3";"0";0,00;"3";166
"Barbarea verna";"Barbarea verna (Mill.) Aschers.";1,00;"228";8,00;;8,00;"°";5,00;;5,00;"°";;"•";6,00;"+";6,00;;6,00;"°";0,00;;0,00;;"8";8,00;"3";"5";5,00;"3";"•";6,00;"+";"6";6,00;"3";"0";0,00;;167
"Barbarea vulgaris";"Barbarea vulgaris R. Brown";;"229";8,00;;7,00;;6,00;;6,00;;;"•";7,00;;6,00;;8,00;"!";0,00;;0,00;;"8";7,00;;"6";6,00;;"•";7,00;;"6";8,00;"7";"0";0,00;;168
"Bartsia alpina";;;"230";8,00;;8,00;;8,00;;8,00;;7,00;;7,00;;3,00;;2,00;;0,00;;0,00;;"8";8,00;;"8";8,00;;"7";7,00;;"3";2,00;;"0";0,00;;169
"Bellis perennis";"Bellis perennis L.";;"231";8,00;;8,00;;5,00;;5,00;;;"•";6,00;;6,00;;4,00;"!";0,00;;0,00;;"8";8,00;;"5";5,00;;"•";6,00;;"6";4,00;"7";"0";0,00;;170
"Berberis vulgaris";"Berberis vulgaris L.";;"232";7,00;;7,00;"°";4,00;;4,00;"°";8,00;;8,00;"°";3,00;;3,00;"°";0,00;;0,00;"°";"7";7,00;"3";"4";4,00;"3";"8";8,00;"3";"3";3,00;"3";"0";0,00;"3";171
"Berula erecta";"Berula erecta (Huds.) Coville";;"234";8,00;;7,00;;10,00;;10,00;"+";8,00;;7,00;;6,00;;7,00;;1,00;;0,00;;"8";7,00;;"10";1,00;"+";"8";7,00;;"6";7,00;;"1";0,00;;172
"Beta vulgaris";"Beta vulgaris L.";;"235";9,00;;9,00;;6,00;;5,00;;7,00;;7,00;;9,00;;8,00;"+";5,00;;3,00;"+";"9";9,00;;"6";5,00;;"7";7,00;;"9";8,00;"+";"5";3,00;"+";173
"Betula nana";"Betula nana L.";;"238";8,00;;7,00;;9,00;;8,00;;1,00;;1,00;;2,00;;1,00;;0,00;;0,00;;"8";7,00;;"9";8,00;;"1";1,00;;"2";1,00;;"0";0,00;;174
"Betula pendula";"Betula pendula Roth";;"239";7,00;;7,00;"+";;"•";5,00;;;"•";4,00;"+";;"•";4,00;;0,00;;0,00;;"7";7,00;"+";"•";5,00;;"•";4,00;"+";"•";4,00;;"0";0,00;;175
"Betula pubescens";"Betula pubescens Ehrh.";;"240";7,00;;7,00;"+";8,00;;7,00;;3,00;;4,00;;3,00;;4,00;;0,00;;0,00;;"7";7,00;"+";"8";7,00;;"3";4,00;;"3";4,00;;"0";0,00;;176
"Bidens cernua";"Bidens cernua L.";;"241";8,00;;8,00;;9,00;;9,00;;7,00;;7,00;;9,00;;7,00;"!";0,00;;0,00;;"8";8,00;;"9";9,00;;"7";7,00;;"9";7,00;"7";"0";0,00;;177
"Bidens tripartita";"Bidens tripartita L.";;"242";8,00;;8,00;;9,00;;8,00;;;"•";7,00;;8,00;;7,00;;0,00;;0,00;;"8";8,00;;"9";8,00;;"•";7,00;;"8";7,00;;"0";0,00;;178
"Blackstonia perfoliata";"Blackstonia perfoliata (L.) Huds.";;"243";8,00;;8,00;;7,00;;5,00;"+";9,00;;8,00;"+";4,00;;2,00;"!";0,00;;0,00;;"8";8,00;;"7";5,00;"+";"9";8,00;"+";"4";2,00;"7";"0";0,00;;179
"Blechnum spicant";"Blechnum spicant (L.) Roth";;"244";3,00;;5,00;"!";6,00;;6,00;;2,00;;3,00;;3,00;;3,00;;0,00;;0,00;;"3";5,00;"7";"6";6,00;;"2";3,00;;"3";3,00;;"0";0,00;;180
"Blysmus compressus";"Blysmus compressus (L.) Panzer ex Link";;"245";8,00;;8,00;"°";8,00;;8,00;"°";8,00;;8,00;"°";3,00;;3,00;"°";1,00;;0,00;"+";"8";8,00;"3";"8";8,00;"3";"8";8,00;"3";"3";3,00;"3";"1";0,00;"+";181
"Blysmus rufus";"Blysmus rufus (Huds.) Link";;"246";8,00;;8,00;;7,00;;8,00;;7,00;;7,00;;4,00;;4,00;;5,00;;5,00;"+";"8";8,00;;"7";8,00;;"7";7,00;;"4";4,00;;"5";5,00;"+";182
"Bolboschoenus maritimus";"Scirpus maritimus L.";;"1860";8,00;;8,00;;10,00;;10,00;"+";8,00;;8,00;;7,00;;7,00;;2,00;;4,00;"+";"8";8,00;;"10";1,00;"+";"8";8,00;;"7";7,00;;"2";4,00;"+";183
"Botrychium lunaria";"Botrychium lunaria (L.) Swartz";;"248";8,00;;8,00;;4,00;;4,00;;;"•";6,00;;2,00;;2,00;;0,00;;0,00;;"8";8,00;;"4";4,00;;"•";6,00;;"2";2,00;;"0";0,00;;184
"Brachypodium pinnatum";"Brachypodium pinnatum (L.) Beauv.";;"249";6,00;;7,00;;4,00;;3,00;;7,00;;8,00;;4,00;;3,00;;0,00;;0,00;;"6";7,00;;"4";3,00;;"7";8,00;;"4";3,00;;"0";0,00;;185
"Brachypodium sylvaticum";"Brachypodium sylvaticum (Huds.) Beauv.";;"250";3,00;;6,00;"*";5,00;;5,00;;6,00;;6,00;;6,00;;5,00;;0,00;;0,00;;"3";6,00;"Q";"5";5,00;;"6";6,00;;"6";5,00;;"0";0,00;;186
"Brassica napus";"Brassica napus L.";1,00;"251";;"–";7,00;;;"–";4,00;;;"–";7,00;;;"–";7,00;;;"–";0,00;;"–";7,00;;"–";4,00;;"–";7,00;;"–";7,00;;"–";0,00;;187
"Brassica nigra";"Brassica nigra (L.) Koch";;"252";8,00;;8,00;;8,00;;5,00;"*";8,00;;7,00;;7,00;;6,00;;0,00;;0,00;;"8";8,00;;"8";5,00;"Q";"8";7,00;;"7";6,00;;"0";0,00;;188
"Brassica oleracea";"Brassica oleracea L.";;"253";8,00;;8,00;;5,00;;4,00;;;"•";7,00;;8,00;;8,00;"+";3,00;;3,00;"+";"8";8,00;;"5";4,00;;"•";7,00;;"8";8,00;"+";"3";3,00;"+";189
"Brassica rapa";"Brassica rapa L.";1,00;"254";;"–";7,00;;;"–";5,00;;;"–";7,00;;;"–";6,00;;;"–";0,00;;"–";7,00;;"–";5,00;;"–";7,00;;"–";6,00;;"–";0,00;;190
"Briza maxima";"Briza maxima L.";1,00;"255";;"–";7,00;;;"–";3,00;;;"–";4,00;;;"–";2,00;;;"–";0,00;;"–";7,00;;"–";3,00;;"–";4,00;;"–";2,00;;"–";0,00;;191
"Briza media";"Briza media L.";;"256";8,00;;8,00;;;"•";5,00;;;"•";7,00;;2,00;;3,00;;0,00;;0,00;;"8";8,00;;"•";5,00;;"•";7,00;;"2";3,00;;"0";0,00;;192
"Briza minor";"Briza minor L.";1,00;"257";;"–";7,00;;;"–";4,00;;;"–";5,00;;;"–";5,00;;;"–";0,00;;"–";7,00;;"–";4,00;;"–";5,00;;"–";5,00;;"–";0,00;;193
"Bromopsis benekenii";"Bromus ramosus Huds. subsp. benekenii (Lange) Schinz et Thell.";;"259";5,00;;5,00;"°";5,00;;5,00;"°";7,00;;7,00;"°";5,00;;5,00;"°";0,00;;0,00;"°";"5";5,00;"3";"5";5,00;"3";"7";7,00;"3";"5";5,00;"3";"0";0,00;"3";194
"Bromopsis erecta";"Bromus erectus Huds.";;"263";8,00;;7,00;;3,00;;4,00;;8,00;;8,00;;3,00;;3,00;;0,00;;0,00;;"8";7,00;;"3";4,00;;"8";8,00;;"3";3,00;;"0";0,00;;195
"Bromopsis inermis";"Bromus inermis Leyss.";1,00;"265";8,00;;8,00;"°";4,00;;4,00;"°";8,00;;8,00;"°";5,00;;5,00;"°";0,00;;0,00;;"8";8,00;"3";"4";4,00;"3";"8";8,00;"3";"5";5,00;"3";"0";0,00;;196
"Bromopsis ramosa";"Bromus ramosus Huds. subsp. ramosus";;"272";6,00;;4,00;"!";5,00;;6,00;;7,00;;7,00;;6,00;;7,00;;0,00;;0,00;;"6";4,00;"7";"5";6,00;;"7";7,00;;"6";7,00;;"0";0,00;;197
"Bromus commutatus";"Bromus commutatus Schrad.";;"262";6,00;;7,00;;4,00;;4,00;;7,00;;8,00;;3,00;;6,00;"*";0,00;;0,00;;"6";7,00;;"4";4,00;;"7";8,00;;"3";6,00;"Q";"0";0,00;;198
"Bromus hordeaceus";"Bromus hordeaceus L.";;"269";7,00;;8,00;;;"•";4,00;;;"•";7,00;;3,00;;4,00;;1,00;;0,00;;"7";8,00;;"•";4,00;;"•";7,00;;"3";4,00;;"1";0,00;;199
"Bromus racemosus";"Bromus racemosus L.";;"271";6,00;;6,00;;8,00;;6,00;"!";5,00;;7,00;"!";5,00;;8,00;"*";0,00;;0,00;;"6";6,00;;"8";6,00;"7";"5";7,00;"7";"5";8,00;"Q";"0";0,00;;200
"Bromus rigidus";"Bromus diandrus Roth subsp. maximus (Desf.) Soó";1,00;"112";;"–";8,00;;;"–";4,00;;;"–";8,00;;;"–";7,00;;;"–";0,00;;"–";8,00;;"–";4,00;;"–";8,00;;"–";7,00;;"–";0,00;;201
"Bryonia dioica";"Bryonia dioica Jacq.";;"276";7,00;;7,00;;5,00;;5,00;;8,00;;7,00;;6,00;;7,00;;0,00;;0,00;;"7";7,00;;"5";5,00;;"8";7,00;;"6";7,00;;"0";0,00;;202
"Buddleja davidii";"Buddleja davidii Franch.";1,00;"277";8,00;;7,00;;4,00;;5,00;;7,00;;7,00;;4,00;;5,00;;0,00;;0,00;;"8";7,00;;"4";5,00;;"7";7,00;;"4";5,00;;"0";0,00;;203
"Bunium bulbocastanum";"Bunium bulbocastanum L.";;"282";7,00;;7,00;"°";4,00;;4,00;"°";9,00;;9,00;"°";4,00;;4,00;"°";0,00;;0,00;"°";"7";7,00;"3";"4";4,00;"3";"9";9,00;"3";"4";4,00;"3";"0";0,00;"3";204
"Bupleurum baldense";;;"285";;"–";9,00;"+";;"–";3,00;"+";;"–";8,00;"+";;"–";2,00;"+";;"–";0,00;;"–";9,00;"+";"–";3,00;"+";"–";8,00;"+";"–";2,00;"+";"–";0,00;;205
"Bupleurum falcatum";"Bupleurum falcatum L.";;"283";6,00;;6,00;"°";3,00;;3,00;"°";9,00;;9,00;"°";3,00;;3,00;"°";0,00;;0,00;"°";"6";6,00;"3";"3";3,00;"3";"9";9,00;"3";"3";3,00;"3";"0";0,00;"3";206
"Bupleurum tenuissimum";"Bupleurum tenuissimum L.";;"287";9,00;;9,00;"°";7,00;;7,00;"°";8,00;;8,00;"°";4,00;;4,00;"°";3,00;;3,00;"°";"9";9,00;"3";"7";7,00;"3";"8";8,00;"3";"4";4,00;"3";"3";3,00;"3";207
"Butomus umbellatus";"Butomus umbellatus L.";;"288";6,00;;7,00;;10,00;;10,00;"*";;"•";7,00;;7,00;;7,00;;;"•";0,00;;"6";7,00;;"10";1,00;"1";"•";7,00;;"7";7,00;;"•";0,00;;208
"Buxus sempervirens";"Buxus sempervirens L.";;"289";5,00;;4,00;;4,00;;4,00;;8,00;;8,00;;4,00;;5,00;;0,00;;0,00;;"5";4,00;;"4";4,00;;"8";8,00;;"4";5,00;;"0";0,00;;209
"Cakile maritima";"Cakile maritima Scop.";;"291";9,00;;9,00;;6,00;;6,00;;;"•";7,00;;8,00;;7,00;;4,00;;3,00;;"9";9,00;;"6";6,00;;"•";7,00;;"8";7,00;;"4";3,00;;210
"Calamagrostis canescens";"Calamagrostis canescens (Weber) Roth";;"292";6,00;;7,00;;9,00;;9,00;;6,00;;7,00;;5,00;;5,00;;0,00;;0,00;;"6";7,00;;"9";9,00;;"6";7,00;;"5";5,00;;"0";0,00;;211
"Calamagrostis epigejos";"Calamagrostis epigejos (L.) Roth";;"293";7,00;;7,00;;;"•";7,00;;;"•";7,00;;6,00;;6,00;;0,00;;0,00;;"7";7,00;;"•";7,00;;"•";7,00;;"6";6,00;;"0";0,00;;212
"Calamagrostis purpurea";;;"2646";7,00;;7,00;"°";8,00;;8,00;"°";;"•";6,00;"+";3,00;;3,00;"°";0,00;;0,00;"°";"7";7,00;"3";"8";8,00;"3";"•";6,00;"+";"3";3,00;"3";"0";0,00;"3";213
